clip,lang,direction,clip_seconds,cold,pipeline_ms,asr_ms,nmt_ms,tts_ms,server_ms,source,tts_engine,audio_bytes,tts_error,cer,wer,reference,recognized
bench/clips/public/hi/fleurs-hi_00247_1770.wav,hi,hi-to-sat,8.88,False,2196.1,882.0,897.0,403.0,2182.0,model,piper,304684,,0.012,0.105,यह तर्कसंगत लग रहा है क्योंकि ऐसा महसूस नहीं होता है कि पृथ्वी चल रही है है कि नहीं,यह तर्क संगत लग रहा है क्योंकि ऐसा महसूस नहीं होता है कि पृथ्वी चल रही है है कि नहीं
bench/clips/public/hi/fleurs-hi_00251_1687.wav,hi,hi-to-sat,8.76,False,2194.8,874.0,937.0,372.0,2183.0,model,piper,307244,,0.023,0.118,अलगाव और पुनर्संयोजन भिन्नता प्रत्येक पीढ़ी के साथ दो पूलों के बीच आगे-पीछे होती रहती है,अलगाव और पुनर्सयोजन भिन्नता प्रत्येक पीढ़ी के साथ दो पुलों के बीच आगे पीछे होती रहती है
bench/clips/public/hi/fleurs-hi_00253_1844.wav,hi,hi-to-sat,7.32,False,1590.3,732.0,817.0,24.0,1573.0,model,cache,306732,,0.041,0.059,चांद की सतह चट्टानों और धूल से बनी है चांद की बाहरी परत को क्रस्ट कहते हैं,चांद की सतह चट्टानों और धूल से बनी है चांद की बाहरी परत को कृष््ट कहते हैं
bench/clips/public/hi/fleurs-hi_00268_1846.wav,hi,hi-to-sat,9.24,False,2354.2,732.0,1038.0,571.0,2342.0,model,piper,440364,,0.108,0.12,इस प्रारूप सबसे सरल पूर्ण-संख्या अनुपात प्राप्त करने के लिए बारह से भाग देना के अभिमुखता अनुपात को इसलिए 3:2 कहा जाता है।,इस प्रारूप सबसे सरल पूर्ण संख्या अनुपात प्राप्त करने के लिए बारह से भाग देना क्या अभिमुखता अनुपात को इसलिए तीन बिलंबों कहा जाता है
bench/clips/public/hi/fleurs-hi_00282_2006.wav,hi,hi-to-sat,6.36,False,2131.5,697.0,960.0,460.0,2117.0,model,piper,362028,,0.033,0.111,कैल्शियम और पोटैशियम जैसे तत्वों को धातु माना जाता है बेशक चांदी और सोने जैसी धातुएं भी हैं,कैल्शियम और पोटैशियम जैसे तत्त्वों को धातु माना जाता है बेशक चांदी और सोने जैसी धातुए भी हैं
bench/clips/public/hi/fleurs-hi_00286_1994.wav,hi,hi-to-sat,9.6,False,2313.1,943.0,907.0,449.0,2299.0,model,piper,352812,,0.04,0.1,यह कहने की कोई ज़रूरत नहीं कि यदि आप रोमांस लैंग्वेज़ जानते हैं तो आपके लिए पुर्तगाली सीखना आसान होगा,य कहने की कोई जरूरत नहीं है कि यदि आप रोमांस लैंग्वेज जानते हैं तो आपके लिए पुर्तगाली सीखना आसान होगा
bench/clips/public/hi/fleurs-hi_00293_1851.wav,hi,hi-to-sat,9.3,False,2851.2,878.0,1214.0,743.0,2835.0,model,piper,568876,,0.019,0.136,चीर धाराएं समुद्र तट पर लगकर लौटने वाली लहरों का प्रवाह होता है अक्सर एक चट्टान या इसी तरह के पदार्थों पर,चीरधाराएं समुद्र तट पर लगाकर लौटने वाली लहरों का प्रवाह होता है अक्सर एक चट्टान या इसी तरह के पदार्थों पर
bench/clips/public/hi/fleurs-hi_00294_1661.wav,hi,hi-to-sat,8.4,False,2054.4,858.0,781.0,404.0,2042.0,model,piper,350252,,0.0,0.0,यह कहते हुए कि वे चीन के आर्थिक उत्पादन के आधार पर बनाए जाएंगे उन्होंने कटौती के लिए कोई आंकड़ा निर्धारित नहीं किया,यह कहते हुए कि वे चीन के आर्थिक उत्पादन के आधार पर बनाए जाएंगे उन्होंने कटौती के लिए कोई आंकड़ा निर्धारित नहीं किया
bench/clips/public/hi/fleurs-hi_00295_1691.wav,hi,hi-to-sat,8.04,False,2104.8,738.0,837.0,516.0,2091.0,model,piper,431148,,0.01,0.043,चुनिंदा रूट पर बड़ी कंपनियों के खुद के विमान हैं लेकिन अन्य रूट पर और छोटी फ़र्म के लिए यह एक समस्या है,चुनिंदा रूट पर बड़ी कंपनियों के खुद के विमान हैं लेकिन अन्य रूट पर और छोटे फर्म के लिए यह एक समस्या है
bench/clips/public/hi/fleurs-hi_00303_1821.wav,hi,hi-to-sat,8.1,False,1942.7,792.0,752.0,387.0,1931.0,model,piper,275500,,0.024,0.143,मस्तिष्क विकृति और व्यवहार के बीच संबंध अनुसंधान में वैज्ञानिकों का समर्थन करते हैं,मस्तिष्क विकृति और व्यवहार के बीच संबं्ध अनुसंधन में वैज्ञानिकों का समर्थन करते हैं
bench/clips/public/hi/fleurs-hi_00306_1871.wav,hi,hi-to-sat,6.18,False,1874.1,676.0,872.0,312.0,1860.0,model,piper,197676,,0.02,0.2,मध्यपूर्व की गर्म जलवायु में घर उतना ज़रूरी नहीं था,मध्य पूर्व की गर्म जलवायु में घर उतना जरूरी नहीं था
bench/clips/public/hi/fleurs-hi_00313_1728.wav,hi,hi-to-sat,6.96,False,1917.0,737.0,897.0,269.0,1903.0,model,piper,201772,,0.134,0.143,गोभी का जूस अम्लीय या आधारभूत क्षारीय रसायन के आधार पर रंग बदलता है,गोभी का जूस अमलीय या आधारभूत रसायन के आधार पर रंग बदलता है
bench/clips/public/hi/fleurs-hi_00326_1976.wav,hi,hi-to-sat,7.08,False,2203.1,793.0,822.0,573.0,2188.0,model,piper,470060,,0.01,0.118,मध्य क्रम के बल्लेबाज सचिन तेंदुलकर और राहुल द्रविड़ ने अच्छा प्रदर्शन किया और शतकीय साझेदारी बनाई,मध्यक्रम के बल्लेबाज सचिन तेंदुलकर और राहुल द्रविड़ ने अच्छा प्रदर्शन किया और शतकीय साझेदारी बनाई
bench/clips/public/hi/fleurs-hi_00327_1910.wav,hi,hi-to-sat,5.94,False,1777.8,591.0,815.0,358.0,1764.0,model,piper,219692,,0.014,0.071,ऐसा माना जाता है कि पेरिस के निवासी अहंकारी असभ्य और अभिमानी होते हैं,ऐसा माना जाता है कि पेरिस की निवासी अहंकारी असभ्य और अभिमानी होते हैं
bench/clips/public/hi/fleurs-hi_00336_1791.wav,hi,hi-to-sat,4.14,False,1679.2,632.0,711.0,324.0,1668.0,model,piper,225324,,0.034,0.154,चीज़ों पर कुछ बनाकर या खरोंच कर इस जगह को नुक़सान न पहुंचाएं,चीजों पर कुछ बनाकर या खरोच कर इस जगह को नुकसान न पहुंचाए
bench/clips/public/hi/fleurs-hi_00343_1860.wav,hi,hi-to-sat,7.02,False,1907.6,745.0,678.0,473.0,1896.0,model,piper,339500,,0.0,0.0,राज्यपाल के कार्यालय ने बताया कि घायलों में से उन्नीस पुलिस अधिकारी थे,राज्यपाल के कार्यालय ने बताया कि घायलों में से उन्नीस पुलिस अधिकारी थे
bench/clips/public/hi/fleurs-hi_00349_1692.wav,hi,hi-to-sat,7.62,False,1862.3,763.0,1060.0,23.0,1845.0,model,cache,445996,,0.0,0.0,जापान की परमाणु एजेंसी के अनुसार प्लांट में रेडियोधर्मी सीज़ियम और आयोडीन की पहचान की गई है,जापान की परमाणु एजेंसी के अनुसार प्लांट में रेडियोधर्मी सीजियम और आयोडीन की पहचान की गई है
bench/clips/public/hi/fleurs-hi_00352_1840.wav,hi,hi-to-sat,9.0,False,2215.7,742.0,964.0,497.0,2203.0,model,piper,430636,,0.067,0.138,इटली के कई अन्य शहरों और दुनिया के बाकी हिस्सों में खासकर पोलैंड में इस तरह के सेटअप बनाए गए थे जिन्हें बड़ी संख्या में लोगों ने देखा था,इटली के कई अन्य शहरों और दुनिया के बाकी हिस्सों में खासकर पोलैंड में इस तरह के सेटअप बनाए गए थे जिन्हें बड़ी संख्या में लोग देखने आते थे
bench/clips/public/hi/fleurs-hi_00354_1947.wav,hi,hi-to-sat,9.9,False,2034.6,859.0,789.0,370.0,2017.0,model,piper,262700,,0.076,0.091,टुकड़ियों के पहुंचने से पहले 1800 के दशक से हैती का कभी-भी बीमारियों से जुड़ी समस्याओं से सामना नहीं हुआ था,टुकड़ियों के पहुंचने से पहले अठारह सौ के दशक से हैती का कभी भी बीमारियों से जुड़ी समस्याओं से सामना नहीं हुआ था
bench/clips/public/hi/fleurs-hi_00359_1839.wav,hi,hi-to-sat,9.36,False,1807.4,876.0,609.0,308.0,1794.0,model,piper,140844,,0.062,0.167,स्कीइंग मार्ग को एक हाईकिंग लंबी पैदल यात्रा मार्ग जैसा ही सोचें।,स्कीम मार्ग को एक हाइकिंग लंबी पैदल यात्रा मार्ग जैसा ही सोचें
bench/clips/public/hi/fleurs-hi_00360_1750.wav,hi,hi-to-sat,6.42,False,1734.2,725.0,613.0,383.0,1721.0,model,piper,197164,,0.0,0.0,यह खोज पक्षियों में पंखों के विकास की पूरी जानकारी भी प्रदान करती है,यह खोज पक्षियों में पंखों के विकास की पूरी जानकारी भी प्रदान करती है
bench/clips/public/hi/fleurs-hi_00362_1772.wav,hi,hi-to-sat,6.72,False,1769.3,709.0,764.0,282.0,1755.0,model,piper,218156,,0.0,0.0,इसलिए यह माना जा रहा है कि नोटेशन को सिर्फ़ एक लेबल के रूप में जोड़ा गया था,इसलिए यह माना जा रहा है कि नोटेशन को सिर्फ एक लेबल के रूप में जोड़ा गया था
bench/clips/public/hi/fleurs-hi_00364_1817.wav,hi,hi-to-sat,7.62,False,1887.9,854.0,735.0,284.0,1874.0,model,piper,187436,,0.06,0.125,हालांकि शेंगेन ज़ोन इस मामले में कुछ हद तक एक देश की तरह काम करता है,हालांकि शेंगन ज़ोन इस मामले में एक हद तक एक देश की तरह काम करता है
bench/clips/public/hi/fleurs-hi_00367_1876.wav,hi,hi-to-sat,9.48,False,2131.6,924.0,821.0,375.0,2119.0,model,piper,294444,,0.027,0.095,उत्तरी मैरिएनस इमरजेंसी प्रबंधन कार्यलय की ओर से कहा गया कि राष्ट्र में नुकसान की कोई सूचना प्राप्त नहीं हुई थी,उत्तरी मैरिएनस इमरजेंसी प्रबंधन कार्यालय की ओर से कहा गया कि राष्ट्र में नुकसान की कोई सूचना प्राप्त नहीं हुई है
