set,clip,words,chunks,asr_ms,nmt_ms,tts_ms,full_ms,first_audio_ms,last_audio_ms,stalls,chunk_vs_whole_chrf,recognized,whole,chunked
public,bench/clips/public/hi/fleurs-hi_00064_1844.wav,17,3,1102,540,647,2289,1564,3087,0,54.0,चाँंद की सतह चट्टानों और धूल से बनी है चाँद की बाहरी परत को कृष्ट कहते हैं,"ᱪᱚᱱᱫᱨ ᱨᱮᱭᱟᱜ ᱚᱛ ᱫᱚ ᱫᱷᱤᱨᱤ ᱟᱨ ᱚᱛᱚᱢ ᱛᱮ ᱵᱮᱱᱟᱣ ᱟᱠᱟᱱᱟ, ᱪᱚᱱᱫᱨᱚ ᱨᱮᱭᱟᱜ ᱵᱤᱞᱟᱹᱛ ᱚᱛ ᱫᱚ ᱠᱤᱥᱴᱚ ᱠᱚ ᱢᱮᱱᱚᱜᱼᱟ ᱾",ᱪᱚᱱᱫᱨ ᱨᱮᱭᱟᱜ ᱚᱛ ᱨᱮᱭᱟᱜ ᱫᱷᱤᱨᱤ ᱾ | ᱟᱨ ᱚᱛᱚᱢ ᱠᱷᱚᱱ ᱵᱮᱱᱟᱣ ᱟᱠᱟᱱᱟ ᱪᱚᱱᱫᱨ ᱨᱮᱭᱟᱜ ᱾ | ᱵᱤᱞᱟᱹᱛ ᱨᱮᱭᱟᱜ ᱯᱚᱨᱤᱢᱟᱱ ᱫᱚ ᱠᱨᱤᱥᱴ ᱠᱚ ᱢᱮᱱᱚᱜᱼᱟ ᱾
public,bench/clips/public/hi/fleurs-hi_00067_1974.wav,13,2,621,313,647,1582,1256,1960,0,63.5,इसी तरह पुरुषों के लिए घुटनों को ढकने वाले ट्राउजर पहनना ज़रूरी है,ᱱᱚᱶᱟ ᱞᱮᱠᱟ ᱠᱚᱲᱟ ᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱜᱩᱱᱤ ᱠᱚ ᱫᱚᱦᱚ ᱞᱟᱹᱜᱤᱫ ᱴᱨᱚᱡᱟᱨ ᱵᱮᱣᱦᱟᱨ ᱦᱩᱭᱩᱜ ᱞᱟᱹᱠᱛᱤ ᱠᱟᱱᱟ ᱾,ᱠᱚᱲᱟ ᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱦᱚᱸ ᱢᱤᱫ ᱞᱮᱠᱟ ᱜᱩᱱᱤ ᱾ | ᱢᱤᱫᱴᱟᱝ ᱠᱟᱵᱷᱟᱨᱰ ᱴᱨᱚᱡᱟᱨ ᱵᱮᱣᱦᱟᱨ ᱦᱩᱭᱩᱜ ᱞᱟᱹᱠᱛᱤ ᱠᱟᱱᱟ ᱾
public,bench/clips/public/hi/fleurs-hi_00075_1993.wav,16,2,952,685,546,2184,1880,2760,0,79.0,अटलांटिक तूफान मौसम का दसवां तूफान उपोष्ण कटिबंधित तूफान जेरी आज अटलांटिक महासागर में बना है,ᱮᱱᱴᱚᱞᱮᱴᱤᱠ ᱦᱚᱨᱤᱠᱮᱱ ᱢᱚᱨᱥᱩᱢ ᱨᱮᱭᱟᱜ ᱜᱮᱞ ᱟᱱᱟᱜ ᱮᱥᱴᱚᱨᱟᱢᱤᱠᱮᱞ ᱦᱟᱨᱤᱠᱮᱱ ᱡᱮᱨᱤ ᱛᱮᱦᱮᱧ ᱮᱱᱴᱳᱞᱮᱴᱤᱠ ᱥᱟᱹᱢᱩᱫ ᱨᱮ ᱵᱮᱱᱟᱣ ᱟᱠᱟᱱᱟ ᱾,ᱮᱱᱴᱚᱞᱮᱴᱤᱠ ᱦᱚᱨᱤᱠᱮᱱ ᱢᱚᱨᱥᱩᱢ ᱨᱮᱭᱟᱜ ᱜᱮᱞ ᱟᱱᱟᱜ ᱦᱟᱨᱤᱠᱮᱱ ᱫᱚ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱩᱯᱚᱼᱴᱨᱟᱢᱯᱤᱠᱮᱞ ᱾ | ᱦᱟᱨᱤᱠᱮᱱ ᱡᱮᱨᱤ ᱛᱮᱦᱮᱧ ᱮᱱᱴᱚᱞᱮᱴᱤᱠ ᱥᱟᱹᱢᱩᱫ ᱨᱮ ᱵᱮᱱᱟᱣ ᱟᱠᱟᱱᱟ ᱾
public,bench/clips/public/hi/fleurs-hi_00102_1998.wav,26,4,791,741,520,2052,1289,3592,0,57.9,उनके पैरों में पपड़ियाँ और पंजे हैं वे अंडे देते हैं और वे किसी टी रैक्स की तरह अपने दो पीछे वाले पैरों पर चलते हैं,"ᱩᱱᱠᱩᱭᱟᱜ ᱯᱮᱨᱮᱪ ᱨᱮ ᱯᱮᱨᱮᱪᱤ ᱟᱨ ᱯᱮᱨᱮᱪᱟ ᱢᱮᱱᱟᱜᱼᱟ, ᱩᱱᱠᱩ ᱫᱚ ᱰᱩᱵᱟᱹ ᱠᱚ ᱫᱚᱦᱚᱼᱟ ᱟᱨ ᱩᱱᱠᱩ ᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱴᱤ ᱨᱮᱠᱥ ᱞᱮᱠᱟ ᱩᱱᱠᱩᱭᱟᱜ ᱵᱟᱨᱭᱟ ᱛᱟᱭᱚᱢ ᱨᱮᱭᱟᱜ ᱯᱮᱨᱮᱪᱟᱨ ᱨᱮ ᱪᱟᱞᱟᱣᱚᱜᱼᱟ ᱾",ᱩᱱᱤᱭᱟᱜ ᱯᱮᱨᱮᱪ ᱨᱮ ᱯᱤᱯᱷᱤ ᱾ | ᱟᱨ ᱚᱱᱟ ᱨᱮᱭᱟᱜ ᱯᱮᱪ ᱢᱮᱱᱟᱜᱼᱟ ᱡᱟᱦᱟᱸ ᱫᱚ ᱩᱱᱠᱩ ᱫᱚ ᱰᱩᱵᱟᱹ ᱠᱚ ᱮᱢᱼᱟ ᱾ | ᱟᱨ ᱩᱱᱠᱩ ᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱴᱤ ᱨᱮᱠᱥ ᱞᱮᱠᱟ ᱾ | ᱟᱢᱟᱜ ᱛᱟᱭᱚᱢ ᱨᱮᱭᱟᱜ ᱵᱟᱨᱭᱟ ᱯᱷᱩᱴ ᱨᱮ ᱪᱟᱞᱟᱣ ᱢᱮ ᱾
public,bench/clips/public/hi/fleurs-hi_00114_1741.wav,24,4,740,450,635,1825,1208,3081,0,84.3,उत्तर की ओर के बड़े क्षेत्र में आबादी बहुत ही कम है और कुछ इलाकों में तो लगभग कोई इंसानी आबादी है ही नहीं,ᱩᱛᱛᱚᱨ ᱨᱮᱭᱟᱜ ᱢᱟᱨᱟᱝ ᱴᱚᱴᱷᱟ ᱨᱮ ᱦᱚᱲ ᱞᱮᱠᱷᱟ ᱟᱹᱰᱤ ᱠᱚᱢ ᱟᱨ ᱠᱤᱪᱷᱩᱠ ᱴᱚᱴᱷᱟ ᱨᱮ ᱚᱱᱢᱟᱱ ᱡᱟᱦᱟᱱ ᱦᱚᱲ ᱞᱮᱠᱷᱟ ᱵᱟᱝ ᱢᱮᱱᱟᱜᱼᱟ ᱾,ᱩᱛᱛᱚᱨ ᱥᱮᱫ ᱨᱮᱭᱟᱜ ᱢᱟᱨᱟᱝ ᱠᱚ ᱾ | ᱱᱚᱶᱟ ᱴᱚᱴᱷᱟ ᱨᱮ ᱦᱚᱲ ᱞᱮᱠᱷᱟ ᱟᱹᱰᱤ ᱠᱚᱢ ᱾ | ᱟᱨ ᱠᱤᱪᱷᱩᱠ ᱴᱚᱴᱷᱟ ᱨᱮ ᱾ | ᱚᱱᱟᱛᱮ ᱚᱱᱢᱟᱱ ᱡᱟᱦᱟᱱ ᱦᱚᱲ ᱞᱮᱠᱷᱟ ᱵᱟᱝ ᱢᱮᱱᱟᱜᱼᱟ ᱾
public,bench/clips/public/hi/fleurs-hi_00122_1747.wav,8,1,583,206,655,1443,878,878,0,100.0,लोना को साथी पहलवानों ने भी श्रद्धांजलि दी,ᱞᱳᱱᱟ ᱨᱮᱱ ᱜᱟᱛᱮ ᱠᱩᱥᱛᱤᱤᱭᱟᱹ ᱠᱚ ᱦᱚᱸ ᱩᱱᱤ ᱢᱟᱹᱱ ᱠᱚ ᱮᱢ ᱞᱮᱫᱟ ᱾,ᱞᱳᱱᱟ ᱨᱮᱱ ᱜᱟᱛᱮ ᱠᱩᱥᱛᱤᱤᱭᱟᱹ ᱠᱚ ᱦᱚᱸ ᱩᱱᱤ ᱢᱟᱹᱱ ᱠᱚ ᱮᱢ ᱞᱮᱫᱟ ᱾
public,bench/clips/public/hi/fleurs-hi_00126_1988.wav,18,2,948,405,635,1988,1745,2721,0,81.4,नाइनटीन ट्वेंटी के दशक के दौरान ज़्यादातर नागरिकों और देशों में शांतिवाद और अलगाव का नज़रिया प्रचलित था,ᱜᱮᱞᱟᱝ ᱨᱮ ᱡᱟᱹᱥᱛᱤ ᱦᱚᱲ ᱟᱨ ᱫᱤᱥᱚᱢ ᱠᱚ ᱢᱩᱫᱨᱮ ᱥᱩᱛᱚᱱᱛᱤ ᱟᱨ ᱵᱷᱮᱜᱟᱨ ᱨᱮᱭᱟᱜ ᱩᱭᱦᱟᱹᱨ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾,ᱨᱮᱭᱟᱜ ᱜᱮᱞᱟᱝ ᱨᱮ ᱡᱟᱹᱥᱛᱤ ᱜᱟᱱ ᱦᱚᱲ ᱜᱮ ᱾ | ᱟᱨ ᱫᱤᱥᱚᱢ ᱠᱚ ᱨᱮ ᱥᱩᱛᱚᱱᱛᱤ ᱟᱨ ᱵᱷᱮᱜᱟᱨ ᱨᱮᱭᱟᱜ ᱩᱭᱦᱟᱹᱨ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾
public,bench/clips/public/hi/fleurs-hi_00127_2007.wav,19,3,814,828,602,2243,1598,3260,0,76.9,यूएस कॉर्प्स ऑफ इंजीनियर्स ने अंदाजा लगाया कि छह इंच बारिश पहले से क्षतिग्रस्त बाधों को तोड़ सकती है,"ᱤᱭᱩ ᱮᱥ ᱠᱚᱨᱯᱥ ᱚᱯᱷ ᱤᱱᱡᱤᱱᱤᱭᱟᱨᱥ ᱟᱜ ᱟᱭᱩᱢᱟᱹᱱ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱡᱮ, ᱛᱩᱨᱩᱭ ᱤᱱᱪᱤ ᱫᱟᱜ ᱢᱟᱲᱟᱝ ᱠᱷᱚᱱ ᱜᱮ ᱜᱷᱟᱹᱞ ᱟᱠᱟᱱ ᱵᱚᱱᱫᱮᱡ ᱠᱚ ᱵᱚᱱᱚᱫᱚᱞ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾",ᱤᱭᱩ ᱮᱥ ᱠᱚᱨᱯᱥ ᱚᱯᱷ ᱤᱱᱡᱤᱱᱤᱭᱟᱨᱥ ᱟᱜ ᱟᱭᱩᱢᱟᱹᱱ ᱾ | ᱱᱚᱶᱟ ᱢᱟᱲᱟᱝ ᱠᱷᱚᱱ ᱛᱩᱨᱩᱭ ᱤᱱᱪᱤ ᱫᱟᱜᱡᱩᱠᱤ ᱾ | ᱜᱷᱟᱹᱞ ᱟᱠᱟᱱ ᱵᱚᱱᱫᱮᱡ ᱠᱚ ᱵᱚᱱᱚᱫᱚᱞ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾
public,bench/clips/public/hi/fleurs-hi_00135_1761.wav,24,4,971,681,646,2299,1718,3882,0,57.5,फोटोग्राफरों ने बाद में एक वृद्ध महिला की जगह ले ली क्योंकि उसे शौचालय जाना ज़रूरी था मडोजा को गोली मार दी गई थी,"ᱛᱟᱭᱚᱢᱛᱮ ᱯᱷᱳᱴᱳᱜᱨᱟᱯᱷᱟᱨ ᱠᱚ ᱢᱤᱫ ᱩᱢᱮᱨᱟᱱ ᱛᱤᱨᱞᱟᱹ ᱟᱜ ᱴᱷᱟᱶᱮ ᱦᱟᱛᱟᱣ ᱞᱮᱫᱟ ᱡᱟᱸᱦᱟᱛᱮ ᱩᱱᱤ ᱫᱚ ᱴᱚᱭᱞᱮᱴ ᱨᱮ ᱥᱮᱱ ᱞᱮᱱᱟ, ᱢᱮᱰᱳᱡᱟ ᱫᱚ ᱜᱷᱟᱹᱞ ᱞᱮᱱᱟ ᱾",ᱯᱷᱳᱴᱳᱜᱨᱟᱯᱷᱟᱨ ᱠᱚ ᱛᱟᱭᱚᱢᱛᱮ ᱢᱤᱫᱴᱟᱝ ᱠᱚ ᱩᱫᱩᱜ ᱥᱚᱫᱚᱨ ᱞᱮᱫᱟ ᱾ | ᱢᱟᱨᱟᱝ ᱛᱤᱨᱞᱟᱹᱭᱟᱜ ᱴᱷᱟᱶᱮ ᱦᱟᱛᱟᱣ ᱞᱮᱫᱟ ᱾ | ᱪᱮᱫᱟᱜ ᱥᱮ ᱩᱱᱤ ᱫᱚ ᱴᱚᱭᱞᱮᱴ ᱨᱮ ᱥᱮᱱ ᱦᱩᱭᱩᱜ ᱛᱟᱦᱮᱸᱫ ᱾ | ᱢᱮᱫᱳᱡᱟ ᱫᱚ ᱜᱷᱟᱹᱞ ᱠᱟᱛᱮ ᱠᱚ ᱜᱚᱡ ᱞᱮᱱᱟ ᱾
public,bench/clips/public/hi/fleurs-hi_00141_1692.wav,17,2,950,627,644,2222,1993,2395,0,76.6,जापान की परमाणु एजेंसी के अनुसार प्लांट में रेडियोधर्मी सीजियम और आयोडीिन की पहचान की गई है,"ᱡᱚᱯᱚᱱ ᱨᱮᱭᱟᱜ ᱱᱤᱭᱩᱠᱞᱤᱭᱟᱨ ᱮᱡᱮᱱᱥᱤ ᱟᱜ ᱠᱟᱛᱷᱟ ᱞᱮᱠᱟᱛᱮ, پلانᱴ ᱨᱮ ᱨᱮᱰᱤᱣᱳᱭᱮᱴᱤᱠ ᱥᱤᱡᱤᱭᱟᱢ ᱟᱨ ᱟᱭᱳᱰᱤᱱ ᱪᱤᱱᱦᱟᱹ ᱦᱩᱭ ᱟᱠᱟᱱᱟ ᱾","ᱡᱚᱯᱚᱱ ᱨᱮᱭᱟᱜ ᱯᱮᱹᱞᱩᱠᱤᱭᱟᱨ ᱮᱡᱮᱱᱥᱤ ᱞᱮᱠᱟᱛᱮ, پلانᱴ ᱨᱮ ᱨᱮᱰᱤᱣᱳᱭᱮᱴᱤᱠ ᱥᱤᱡᱤᱭᱟᱢ ᱢᱮᱱᱟᱜᱼᱟ ᱾ | ᱟᱨ ᱟᱭᱳᱰᱤᱱ ᱪᱤᱱᱦᱟᱹ ᱦᱩᱭ ᱟᱠᱟᱱᱟ ᱾"
public,bench/clips/public/hi/fleurs-hi_00145_1988.wav,19,2,969,435,756,2159,1673,2633,0,79.5,उन्नीस सौ बीस के दशक के दौरान ज़्यादातर नागरिकों और देशों में शांतिवाद और अलगाव का नजरिया प्रचलित था,ᱜᱮᱞ ᱜᱮᱞ ᱜᱮᱞ ᱨᱮᱭᱟᱜ ᱜᱮᱞᱟᱝ ᱨᱮ ᱡᱟᱹᱥᱛᱤ ᱦᱚᱲ ᱟᱨ ᱫᱤᱥᱚᱢ ᱠᱚ ᱢᱩᱫᱨᱮ ᱥᱩᱛᱚᱱᱛᱤ ᱟᱨ ᱵᱷᱮᱜᱟᱨ ᱨᱮᱭᱟᱜ ᱩᱭᱦᱟᱹᱨ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾,ᱜᱮᱞ ᱜᱮᱞ ᱵᱟᱨ ᱜᱮᱞ ᱥᱮᱨᱢᱟ ᱨᱮ ᱡᱟᱹᱥᱛᱤ ᱦᱚᱲ ᱜᱮ ᱾ | ᱟᱨ ᱫᱤᱥᱚᱢ ᱠᱚ ᱢᱩᱫᱨᱮ ᱥᱩᱛᱚᱱᱛᱤ ᱟᱨ ᱵᱷᱮᱜᱟᱨ ᱨᱮᱭᱟᱜ ᱩᱭᱦᱟᱹᱨ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾
public,bench/clips/public/hi/fleurs-hi_00148_1891.wav,15,2,794,612,583,1989,1584,2526,0,62.8,लखा सिंह ने छप्पन भोग भजन भी प्रस्तुत किया गायक राजू खंडेलवाल उनके साथ थे,"ᱞᱚᱠᱦᱟ ᱥᱤᱝ ᱫᱚ ᱪᱚᱯᱟᱱ ᱵᱷᱳᱜ ᱵᱷᱡᱚᱱ ᱮ ᱥᱮᱨᱮᱧ ᱞᱮᱫᱟ, ᱥᱮᱨᱮᱧ ᱠᱟᱹᱨᱤᱜᱚᱞ ᱨᱟᱡᱩ ᱠᱷᱟᱱᱰᱮᱞᱣᱟᱞ ᱩᱱᱤ ᱥᱟᱶᱛᱮ ᱮ ᱛᱟᱸᱦᱮ ᱠᱟᱱᱟ ᱾",ᱞᱟᱠᱷᱟ ᱥᱤᱝ ᱟᱜ ᱪᱚᱯᱟᱱ ᱵᱷᱳᱜ ᱵᱷᱚᱡᱚᱱ ᱦᱚᱸ ᱾ | ᱥᱮᱨᱮᱧ ᱠᱟᱹᱨᱤᱜᱚᱞ ᱨᱟᱡᱩ ᱠᱷᱟᱱᱰᱮᱞᱣᱟᱞ ᱩᱱᱤ ᱥᱟᱶ ᱮ ᱛᱟᱸᱦᱮ ᱠᱟᱱᱟ ᱾
public,bench/clips/public/hi/fleurs-hi_00150_1691.wav,23,3,838,636,596,2070,1658,3084,0,87.9,चनिंदा रूट पर बड़ी कंपनियों के खुद के विमान हैं लेकिन अन्य रूट पर और छोटी फॉम के लिए यह एक समस्या है,ᱪᱟᱹᱱᱰᱟ ᱰᱟᱦᱟᱨ ᱨᱮ ᱢᱟᱨᱟᱝ ᱠᱳᱢᱯᱟᱱᱤ ᱠᱚᱣᱟᱜ ᱟᱡᱟᱜ ᱵᱤᱨᱚᱛᱚᱛᱛᱚ ᱢᱮᱱᱟᱜᱼᱟ ᱢᱮᱱᱠᱷᱟᱱ ᱮᱴᱟᱜ ᱰᱟᱦᱟᱨ ᱨᱮ ᱟᱨ ᱦᱩᱰᱤᱧ ᱯᱷᱟᱢ ᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱱᱚᱶᱟ ᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱟᱱᱟᱴ ᱠᱟᱱᱟ ᱾,ᱪᱟᱹᱱᱰᱟ ᱰᱟᱦᱟᱨ ᱨᱮ ᱢᱟᱨᱟᱝ ᱠᱳᱢᱯᱟᱱᱤ ᱠᱚᱣᱟᱜ ᱟᱡᱟᱜ ᱵᱤᱨᱚᱛᱚᱛᱛᱚ ᱢᱮᱱᱟᱜᱼᱟ ᱾ | ᱢᱮᱱᱠᱷᱟᱱ ᱮᱴᱟᱜ ᱰᱟᱦᱟᱨ ᱨᱮ ᱾ | ᱟᱨ ᱦᱩᱰᱤᱧ ᱯᱷᱚᱨᱢ ᱞᱟᱹᱜᱤᱫ ᱱᱚᱶᱟ ᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱟᱱᱟᱴ ᱠᱟᱱᱟ ᱾
public,bench/clips/public/hi/fleurs-hi_00157_1918.wav,24,4,710,611,587,1908,1539,3379,0,75.3,सुंदरबन को यूनेस्को द्वारा विश्वधरोहर घोषित किया गया है जंगल का वह हिस्सा जो भारत में है उसको सुंदरबन नेशनल पार्क कहा जाता है,"ᱥᱩᱱᱵᱚᱨᱵᱚᱱ ᱫᱚ ᱤᱭᱩᱱᱮᱥᱠᱳ ᱫᱟᱨᱟᱭ ᱛᱮ ᱡᱮᱜᱮᱫ ᱫᱷᱚᱨᱚᱢ ᱞᱮᱠᱟᱛᱮ ᱩᱪᱷᱟᱹᱱ ᱟᱠᱟᱱᱟ, ᱵᱷᱟᱨᱚᱛ ᱨᱮᱭᱟᱜ ᱵᱤᱨ ᱨᱮᱭᱟᱜ ᱚᱱᱟ ᱦᱤᱸᱥ ᱫᱚ ᱥᱩᱱᱵᱚᱨᱵᱟᱱ ᱡᱟᱹᱛᱤᱭᱟᱹᱨᱤ ᱵᱟᱜᱣᱟᱱ ᱧᱩᱛᱩᱢ ᱛᱮ ᱩᱯᱨᱩᱢᱟ ᱾",ᱤᱭᱩᱱᱮᱥᱠᱳ ᱫᱟᱨᱟᱭ ᱛᱮ ᱥᱩᱱᱵᱚᱨᱵᱚᱱ ᱫᱚ ᱡᱮᱜᱮᱫ ᱫᱷᱚᱨᱚᱢ ᱞᱮᱠᱟᱛᱮ ᱩᱪᱷᱟᱹᱱ ᱟᱠᱟᱱᱟ ᱾ | ᱵᱤᱨ ᱨᱮᱭᱟᱜ ᱚᱱᱟ ᱦᱤᱸᱥ ᱠᱚᱨᱟᱣ ᱦᱩᱭ ᱟᱠᱟᱱᱟ ᱾ | ᱵᱷᱟᱨᱚᱛ ᱨᱮ ᱢᱮᱱᱟᱜ ᱦᱚᱲ ᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱾ | ᱥᱩᱱᱫᱚᱨᱵᱚᱱ ᱡᱟᱹᱛᱤᱭᱟᱹᱨᱤ ᱵᱟᱜᱣᱟᱱ ᱧᱩᱛᱩᱢ ᱛᱮ ᱩᱯᱨᱩᱢᱟ ᱾
public,bench/clips/public/hi/fleurs-hi_00159_1941.wav,16,2,522,356,785,1663,1248,1870,0,66.8,ये जोड़े अपने बच्चे के लिए गोद लेने की योजना बनाने का विकल्प चुन सकते हैं,ᱱᱚᱶᱟ ᱡᱩᱨᱤᱯᱟᱹᱨᱤ ᱠᱚ ᱩᱱᱠᱩ ᱨᱮᱱ ᱜᱤᱫᱽᱨᱟᱹ ᱞᱟᱹᱜᱤᱫ ᱢᱤᱫᱴᱟᱝ ᱦᱟᱛᱟᱣ ᱨᱮᱭᱟᱜ ᱩᱭᱦᱟᱹᱨ ᱦᱟᱛᱟᱣ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾,ᱱᱚᱶᱟ ᱡᱩᱨᱤᱯᱟᱹᱨᱤ ᱫᱚ ᱩᱱᱠᱩ ᱨᱮᱱ ᱜᱤᱫᱽᱨᱟᱹ ᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱰᱚᱯ ᱾ | ᱦᱟᱛᱟᱣ ᱨᱮᱭᱟᱜ ᱩᱭᱦᱟᱹᱨ ᱦᱟᱛᱟᱣ ᱢᱮ ᱾
public,bench/clips/public/hi/fleurs-hi_00162_1876.wav,21,3,1017,424,697,2138,1994,2989,0,69.9,उत्तरी मेरियंस इमरजेंसी प्रबंधन कार्यालय की ओर से कहा गया कि राष्ट्र में नुकसान की कोई सूचना प्राप्त नहीं हुई थी,"ᱩᱛᱛᱚᱨ ᱢᱮᱨᱤᱱᱥ ᱮᱢᱟᱨᱡᱮᱱᱥ ᱢᱮᱱᱮᱡᱢᱮᱱᱴ ᱚᱯᱷᱤᱥ ᱞᱟᱹᱭ ᱟᱠᱟᱫᱟ ᱡᱮ, ᱫᱤᱥᱚᱢ ᱨᱮ ᱡᱟᱦᱟᱱ ᱦᱟᱹᱱ ᱨᱮᱭᱟᱜ ᱰᱚᱜᱚᱨ ᱵᱟᱝ ᱧᱟᱢ ᱟᱠᱟᱱᱟ ᱾",ᱩᱛᱛᱚᱨ ᱢᱮᱨᱤᱱᱥ ᱮᱢᱟᱨᱡᱮᱱᱥ ᱢᱮᱱᱮᱡᱢᱮᱱᱴ ᱚᱯᱷᱤᱥ ᱴᱷᱮᱱ ᱠᱷᱚᱱ ᱞᱟᱹᱭ ᱟᱠᱟᱱᱟ ᱾ | ᱡᱮ ᱫᱤᱥᱚᱢ ᱨᱮ ᱦᱟᱹᱱ ᱦᱩᱭ ᱟᱠᱟᱱᱟ ᱾ | ᱡᱟᱦᱟᱱ ᱰᱚᱜᱚᱨ ᱵᱟᱝ ᱧᱟᱢ ᱟᱠᱟᱱᱟ ᱾
public,bench/clips/public/hi/fleurs-hi_00165_1754.wav,18,2,1078,583,559,2221,2029,2957,0,46.7,पपड़ी पतली होने के कारण आसपास पर कई मारियां होंगी लावा के लिए सतह पर बढ़ना आसान था,"ᱪᱚᱞᱟᱹ ᱫᱚ ᱦᱩᱰᱤᱧ ᱦᱩᱭᱩᱜ ᱠᱷᱟᱹᱛᱤᱨ ᱛᱮ ᱥᱳᱨᱥᱳᱯᱳᱨ ᱨᱮ ᱟᱭᱢᱟ ᱜᱷᱟᱹᱞ ᱦᱳᱭᱳᱜᱼᱟ, ᱡᱟᱦᱟᱸ ᱫᱚ ᱞᱮᱵᱷᱟ ᱞᱟᱹᱜᱤᱫ ᱚᱛ ᱨᱮ ᱯᱟᱥᱱᱟᱣ ᱫᱚ ᱟᱞᱜᱟᱼᱟ ᱾",ᱪᱚᱞᱟᱹ ᱫᱚ ᱦᱩᱰᱤᱧ ᱦᱩᱭ ᱞᱮᱱᱛᱮ ᱥᱳᱨᱥᱳᱯᱳᱨ ᱨᱮ ᱟᱭᱢᱟ ᱜᱷᱟᱹᱞ ᱦᱩᱭ ᱟᱠᱟᱱᱟ ᱾ | ᱦᱤᱭᱮᱱ ᱞᱮᱵᱷᱟ ᱪᱮᱛᱟᱱ ᱨᱮ ᱪᱟᱞᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱟᱹᱰᱤ ᱟᱞᱜᱟ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾
public,bench/clips/public/hi/fleurs-hi_00166_1679.wav,15,2,758,335,542,1634,1505,2144,0,66.1,एरो स्मिथ ने अपने दौरे के अपने से संगीत कार्यक्रमों को रद्द कर दिया है,ᱮᱨᱳ ᱥᱢᱤᱛ ᱟᱡᱟᱜ ᱴᱩᱨ ᱠᱷᱚᱱ ᱠᱚᱱᱥᱟᱨᱴ ᱠᱚ ᱵᱚᱱᱚᱫᱚᱞ ᱟᱠᱟᱫᱟ ᱾,ᱮᱨᱳ ᱥᱢᱤᱛ ᱟᱡᱟᱜ ᱴᱨᱤᱯ ᱠᱷᱚᱱ ᱾ | ᱠᱚᱱᱥᱟᱨᱴ ᱠᱚ ᱵᱚᱱᱚᱫᱚᱞ ᱦᱩᱭ ᱟᱠᱟᱱᱟ ᱾
