clip,lang,direction,clip_seconds,cold,pipeline_ms,asr_ms,nmt_ms,tts_ms,server_ms,source,tts_engine,audio_bytes,tts_error,cer,reference,recognized
bench/clips/synthetic/hi/hi_27.webm,hi,hi-to-sat,3.99,False,2250.7,899.0,1171.0,172.0,2241.0,model,piper,106540,,0.037,"यह गलत है, फिर से कोशिश करो।",यह गलत है फिर से कोशिश करो
bench/clips/synthetic/hi/hi_28.webm,hi,hi-to-sat,2.68,False,2042.0,926.0,881.0,224.0,2031.0,model,piper,86060,,0.067,अपनी किताब खोलो।,अपनी किताब खुलो
bench/clips/synthetic/hi/hi_29.webm,hi,hi-to-sat,2.58,False,2108.2,931.0,925.0,241.0,2096.0,model,piper,50732,,0.25,पानी पीकर आओ।,पानी पिकराओ
bench/clips/synthetic/hi/hi_30.webm,hi,hi-to-sat,2.56,False,2153.4,914.0,1101.0,128.0,2142.0,model,piper,83500,,0.0,कल फिर मिलेंगे।,कल फिर मिलेंगे
bench/clips/synthetic/sat/sat_01.webm,sat,sat-to-hi,4.48,False,2389.1,1148.0,1083.0,149.0,2380.0,model,piper,102956,,0.19,ᱛᱮᱦᱮᱸᱡ ᱟᱞᱮ ᱢᱤᱫ ᱠᱷᱚᱱ ᱜᱮᱞ ᱛᱩᱨᱩᱭ ᱜᱤᱱᱛᱤ ᱥᱮᱪᱮᱫᱟ।,ᱛᱮᱦᱮᱧ ᱟᱞᱮ ᱢᱤᱛᱠᱷᱳᱱ ᱜᱮᱹᱞ ᱛᱩᱨᱩᱭ ᱜᱤᱱᱛᱤ ᱥᱮ ᱪᱮᱛᱟ
bench/clips/synthetic/sat/sat_02.webm,sat,sat-to-hi,4.33,False,2482.4,1232.0,1090.0,148.0,2470.0,model,piper,104492,,0.452,ᱟᱢᱟᱜ ᱩᱝᱜᱽᱞᱤ ᱫᱮᱠᱷᱟᱣ ᱢᱮ ᱟᱨ ᱟᱢᱟᱜ ᱥᱟᱝ ᱜᱤᱱᱛᱤ ᱢᱮ।,ᱟᱢᱟ ᱩᱢᱞᱤ ᱫᱮᱠᱷᱟᱮ ᱟᱨᱠ ᱜᱤᱱᱛᱤ
bench/clips/synthetic/sat/sat_03.webm,sat,sat-to-hi,5.2,False,2528.0,1185.0,1168.0,164.0,2517.0,model,piper,114220,,0.12,ᱱᱤᱛᱚᱜ ᱟᱢᱟᱜ ᱠᱷᱚᱱ ᱢᱚᱬᱮ ᱫᱷᱤᱨᱤ ᱢᱮᱱᱟᱜᱼᱟ। ᱱᱤᱭᱟᱹ ᱜᱤᱱᱛᱤ ᱢᱮ।,ᱱᱤᱛᱚᱜ ᱦᱟᱢᱟ ᱠᱷᱚᱱ ᱢᱚᱬᱮ ᱫᱷᱤᱨᱤ ᱢᱮᱱᱟᱜ ᱟᱠᱟᱫ ᱱᱤᱭᱟᱹ ᱜᱤᱱᱛᱤ ᱢᱮ
bench/clips/synthetic/sat/sat_04.webm,sat,sat-to-hi,3.62,False,2123.0,834.0,914.0,364.0,2113.0,model,piper,83500,,0.188,ᱱᱮᱞᱮ ᱡᱚᱛᱚ ᱫᱷᱤᱨᱤ ᱢᱮᱱᱟᱜᱼᱟ? ᱞᱟᱹᱭ ᱢᱮ।,ᱱᱞᱮ ᱡᱚᱛ ᱫᱷᱤᱨᱤ ᱢᱮᱱᱟᱠᱷᱷᱟ ᱞᱟᱹᱭ ᱢᱮ
bench/clips/synthetic/sat/sat_05.webm,sat,sat-to-hi,4.33,False,2326.3,1331.0,831.0,154.0,2316.0,model,piper,92204,,0.128,ᱱᱚᱶᱟ ᱜᱚᱞ ᱠᱟᱱᱟ। ᱱᱚᱶᱟ ᱢᱤᱫ ᱜᱚᱞ ᱪᱤᱛᱟᱹᱨ ᱠᱟᱱᱟ।,ᱱᱚᱣᱟ ᱜᱚᱞ ᱠᱟᱱᱟ ᱱᱟᱣᱟ ᱢᱤᱫᱜᱚᱞ ᱪᱤᱛᱟᱹᱨ ᱠᱟᱱᱟ
bench/clips/synthetic/sat/sat_06.webm,sat,sat-to-hi,4.69,False,2270.8,1249.0,805.0,206.0,2260.0,model,piper,58412,,0.533,ᱱᱚᱶᱟ ᱪᱟᱩᱠᱟ ᱠᱟᱱᱟ। ᱱᱚᱶᱟ ᱨᱮᱭᱟᱜ ᱯᱩᱱ ᱠᱩᱱᱟᱹ ᱢᱮᱱᱟᱜᱼᱟ।,ᱱᱚᱣᱟ ᱪᱟᱣᱠᱟᱱᱟ ᱯᱩᱱ ᱠᱩ ᱢᱮᱠᱟ
bench/clips/synthetic/sat/sat_07.webm,sat,sat-to-hi,3.55,False,2202.2,932.0,1037.0,223.0,2191.0,model,piper,100908,,0.233,ᱟᱢᱟᱜ ᱥᱩᱨ ᱨᱮ ᱜᱚᱞ ᱡᱤᱱᱤᱥ ᱯᱟᱱᱛᱮ ᱢᱮ।,ᱟᱢᱟᱠ ᱥᱩᱨ ᱜᱳᱡᱤᱱᱤᱥ ᱯᱟᱱᱛᱮ ᱢᱮ
bench/clips/synthetic/sat/sat_08.webm,sat,sat-to-hi,2.97,False,2046.6,810.0,852.0,374.0,2037.0,model,piper,69164,,0.1,ᱱᱚᱶᱟ ᱚᱠᱟ ᱪᱤᱛᱟᱹᱨ ᱠᱟᱱᱟ?,ᱱᱟᱣᱟ ᱚᱠᱟ ᱪᱤᱛᱟᱹᱨ ᱠᱟᱱᱟ
bench/clips/synthetic/sat/sat_09.webm,sat,sat-to-hi,5.15,False,2639.0,1295.0,1138.0,194.0,2627.0,model,piper,150572,,0.227,ᱛᱮᱦᱮᱸᱡ ᱟᱞᱮ ᱡᱚᱲᱟᱣ ᱥᱮᱪᱮᱫᱟ। ᱢᱤᱫ ᱟᱨ ᱢᱤᱫ ᱢᱮᱥᱟᱣ ᱢᱮ।,ᱛᱮᱦᱮᱧ ᱟᱞᱮ ᱡᱳᱲᱟᱣ ᱥᱪᱮᱛᱟ ᱢᱤᱛ ᱟᱨ ᱢᱤᱛ ᱢᱮ ᱥᱟᱵ ᱢᱮ
bench/clips/synthetic/sat/sat_10.webm,sat,sat-to-hi,6.1,False,2916.1,1642.0,1090.0,174.0,2906.0,model,piper,124972,,0.286,ᱵᱟᱨ ᱩᱞ ᱟᱨ ᱯᱮ ᱩᱞ ᱢᱮᱥᱟᱣ ᱢᱮ। ᱡᱚᱛᱚ ᱛᱤᱱᱟᱜ ᱦᱩᱭᱮᱱᱟ? ᱩᱝᱜᱽᱞᱤ ᱨᱮ ᱜᱤᱱᱛᱤ ᱢᱮ।,ᱵᱟᱨᱩᱞ ᱟᱟᱨᱯᱮ ᱢᱤᱥᱟ ᱢᱮ ᱡᱳᱛᱚᱛᱤᱱᱟᱠ ᱦᱩᱭ ᱱᱟ ᱯᱩᱱᱞᱤ ᱨᱮ ᱜᱤᱱᱛᱤ ᱢᱮ
bench/clips/synthetic/sat/sat_11.webm,sat,sat-to-hi,3.72,False,2253.3,944.0,1067.0,230.0,2241.0,model,piper,88620,,0.242,ᱱᱤᱛᱚᱜ ᱟᱢ ᱢᱤᱫ ᱡᱚᱲᱟᱣ ᱠᱩᱠᱞᱤ ᱛᱮᱭᱟᱨ ᱢᱮ।,ᱱᱤᱛᱳᱠᱟ ᱟ ᱡᱚᱲᱟᱣ ᱠᱩᱠᱞᱤ ᱛᱤᱭᱟᱨ ᱢᱮ
bench/clips/synthetic/sat/sat_12.webm,sat,sat-to-hi,3.03,False,2109.8,892.0,808.0,379.0,2078.0,model,piper,63532,,0.045,ᱯᱮ ᱟᱨ ᱯᱩᱱ ᱡᱚᱛᱚ ᱦᱩᱭᱩᱜᱼᱟ?,ᱯᱮᱭᱟᱨ ᱯᱩᱱ ᱡᱚᱛᱚ ᱦᱩᱭᱩᱜᱼᱟ
bench/clips/synthetic/sat/sat_13.webm,sat,sat-to-hi,4.58,False,2150.4,1101.0,773.0,264.0,2138.0,model,piper,45612,,0.25,ᱱᱚᱶᱟ ᱟᱲᱟᱝ ᱠᱟᱱᱟ — ᱟᱭᱳ। ᱱᱚᱶᱟ ᱯᱟᱲᱦᱟᱣ ᱢᱮ।,ᱱᱚᱣ ᱟᱲᱟ ᱠᱟᱱᱟ ᱟ ᱭᱟ ᱱᱟᱣᱟ ᱯᱟᱲᱦᱟᱣ ᱢᱮ
bench/clips/synthetic/sat/sat_14.webm,sat,sat-to-hi,3.97,False,2279.1,1180.0,874.0,214.0,2268.0,model,piper,100908,,0.182,ᱱᱚᱶᱟ ᱟᱲᱟᱝ ᱯᱮ ᱛᱷᱚᱠ ᱯᱟᱲᱦᱟᱣ ᱢᱮ — ᱫᱟᱜ।,ᱱᱟᱣᱟ ᱟᱲᱟᱯᱮ ᱛᱷᱚᱠ ᱯᱟᱲᱦᱟᱣ ᱢᱮ ᱫᱟᱜ
bench/clips/synthetic/sat/sat_15.webm,sat,sat-to-hi,4.4,False,2204.8,1054.0,998.0,142.0,2193.0,model,piper,84524,,0.103,ᱱᱚᱶᱟ ᱟᱲᱟᱝ ᱪᱮᱫ ᱠᱟᱱᱟ? ᱯᱟᱲᱦᱟᱣ ᱠᱟᱛᱮ ᱞᱟᱹᱭ ᱢᱮ।,ᱱᱟᱣᱟ ᱟᱲᱟᱝ ᱪᱮᱫ ᱠᱟᱱᱟ ᱯᱟᱲᱦᱟᱣ ᱠᱟᱛᱮᱭ ᱞᱟᱹᱭ ᱢᱮ
bench/clips/synthetic/sat/sat_16.webm,sat,sat-to-hi,4.59,False,2607.3,1474.0,950.0,174.0,2598.0,model,piper,124972,,0.22,ᱛᱮᱦᱮᱸᱡ ᱟᱞᱮ ᱠᱚᱢ ᱥᱮᱪᱮᱫᱟ। ᱜᱮᱞ ᱠᱷᱚᱱ ᱯᱮ ᱠᱚᱢ ᱢᱮ।,ᱛᱮᱦᱮ ᱪᱟᱞᱮᱠᱚᱢ ᱥᱮ ᱪᱮᱛᱟ ᱜᱮᱹᱞ ᱠᱷᱟᱱ ᱯᱮ ᱠᱚᱢ ᱢᱮ
bench/clips/synthetic/sat/sat_17.webm,sat,sat-to-hi,5.23,False,2208.8,1005.0,1036.0,159.0,2200.0,model,piper,119852,,0.176,ᱮᱭᱟᱭ ᱫᱷᱤᱨᱤ ᱦᱟᱛᱟᱣ ᱢᱮ। ᱯᱮ ᱚᱪᱚᱜ ᱢᱮ। ᱱᱤᱛᱚᱜ ᱡᱚᱛᱚ ᱛᱟᱦᱮᱸᱱᱟ?,ᱮᱭᱟᱭ ᱫᱷᱤᱨᱤ ᱦᱟᱛᱟᱣ ᱢᱮ ᱯᱮ ᱠ ᱢᱮ ᱱᱤᱛᱳᱜ ᱡᱚᱛᱚ ᱛᱟᱸᱦᱮᱱᱟ
bench/clips/synthetic/sat/sat_18.webm,sat,sat-to-hi,4.16,False,2264.6,1113.0,991.0,151.0,2254.0,model,piper,109100,,0.297,ᱤᱨᱟᱹᱞ ᱠᱷᱚᱱ ᱢᱚᱬᱮ ᱠᱚᱢ ᱢᱮ। ᱛᱮᱞᱟ ᱪᱮᱫ ᱠᱟᱱᱟ?,ᱤᱨᱞᱠᱷᱚᱱ ᱢᱚᱬᱮ ᱠᱚᱢ ᱢᱮ ᱛᱮᱞᱟ ᱪᱤᱛ
bench/clips/synthetic/sat/sat_19.webm,sat,sat-to-hi,3.07,False,2076.8,851.0,987.0,228.0,2066.0,model,piper,107052,,0.333,ᱥᱮᱛᱟᱜ ᱡᱚᱦᱟᱨ ᱜᱤᱫᱽᱨᱟᱹᱠᱚ᱾,ᱥᱮᱛᱟ ᱛᱟ ᱡᱚᱦᱟᱨ ᱜᱤᱫᱽᱨ
bench/clips/synthetic/sat/sat_20.webm,sat,sat-to-hi,4.07,False,2474.1,1215.0,1031.0,217.0,2463.0,model,piper,158252,,0.308,ᱛᱮᱦᱮᱧ ᱟᱵᱚ ᱢᱤᱫᱴᱟᱹᱝ ᱱᱟᱶᱟ ᱯᱟᱴᱷ ᱵᱚᱱ ᱯᱟᱲᱦᱟᱣᱟ᱾,ᱛᱮᱦᱮ ᱟᱵᱚᱱ ᱱᱟᱣᱟ ᱯᱟᱨᱴ ᱵᱚᱱ ᱯᱟᱲᱦᱟᱣᱟ
bench/clips/synthetic/sat/sat_21.webm,sat,sat-to-hi,4.06,False,2157.2,951.0,797.0,399.0,2147.0,model,piper,88108,,0.265,ᱫᱟᱭᱟ ᱠᱟᱛᱮ ᱟᱯᱮᱭᱟᱜ ᱡᱟᱭᱜᱟ ᱨᱮ ᱫᱩᱲᱩᱵ ᱯᱮ᱾,ᱫᱟᱟ ᱠᱟᱛᱮᱫ ᱟᱯᱮ ᱟᱜ ᱯᱮ ᱫᱩᱲᱩᱵ ᱯᱮ
bench/clips/synthetic/sat/sat_22.webm,sat,sat-to-hi,3.69,False,2092.2,839.0,1003.0,240.0,2082.0,model,piper,67628,,0.036,ᱪᱮᱫ ᱡᱚᱛᱚ ᱦᱚᱲ ᱯᱮ ᱥᱟᱯᱲᱟᱣ ᱟᱠᱟᱱᱟ?,ᱪᱮᱫ ᱡᱚᱛᱚ ᱦᱚᱲ ᱯᱤ ᱥᱟᱯᱲᱟᱣ ᱟᱠᱟᱱᱟ
bench/clips/synthetic/sat/sat_23.webm,sat,sat-to-hi,4.17,False,2255.2,1018.0,1089.0,140.0,2246.0,model,piper,101932,,0.171,ᱤᱧᱟᱜ ᱠᱟᱛᱷᱟ ᱢᱚᱱᱮ ᱞᱟᱜᱟᱣ ᱠᱟᱛᱮ ᱟᱸᱡᱚᱢ ᱯᱮ᱾,ᱮᱱᱟ ᱠᱟᱛᱷᱟ ᱢᱚᱱᱮ ᱞᱟᱜᱟᱜ ᱠᱟᱛᱮ ᱟᱱᱡᱚᱢᱯᱮ
bench/clips/synthetic/sat/sat_24.webm,sat,sat-to-hi,2.69,False,1983.2,837.0,739.0,396.0,1971.0,model,piper,51756,,0.214,ᱟᱞᱚ ᱯᱮ ᱜᱚᱞᱢᱟᱞᱟ᱾,ᱟᱞᱯᱮ ᱜᱚᱨᱢᱟᱞᱟ
bench/clips/synthetic/sat/sat_25.webm,sat,sat-to-hi,2.85,False,2050.3,725.0,1017.0,296.0,2038.0,model,piper,79916,,0.312,ᱟᱯᱮᱭᱟᱜ ᱛᱤ ᱛᱩᱞ ᱯᱮ᱾,ᱟᱯᱮ ᱟᱸᱠᱛᱮ ᱛᱩᱞᱯᱮ
bench/clips/synthetic/sat/sat_26.webm,sat,sat-to-hi,2.39,False,2075.3,879.0,770.0,417.0,2065.0,model,piper,46636,,0.2,ᱟᱹᱰᱤ ᱱᱟᱯᱟᱭ!,ᱟᱫᱤ ᱱᱟᱯᱟᱭ
bench/clips/synthetic/sat/sat_27.webm,sat,sat-to-hi,2.13,False,1750.8,753.0,520.0,319.0,1591.0,model,piper,22060,,0.4,ᱥᱟᱵᱟᱥ!,ᱫᱵᱟᱥ
bench/clips/synthetic/sat/sat_28.webm,sat,sat-to-hi,4.47,False,2167.6,960.0,911.0,283.0,2155.0,model,piper,73260,,0.174,"ᱢᱤᱫ, ᱵᱟᱨ, ᱯᱮ, ᱯᱩᱱ, ᱢᱚᱬᱮ᱾",ᱢᱤᱫ ᱵᱟᱨ ᱯᱮ ᱯᱩᱱ ᱢᱚᱬᱮ
bench/clips/synthetic/sat/sat_29.webm,sat,sat-to-hi,2.86,False,2106.0,942.0,768.0,384.0,2095.0,model,piper,79916,,0.333,ᱤᱧ ᱥᱟᱶᱛᱮ ᱞᱮᱠᱷᱟᱭ ᱯᱮ᱾,ᱤᱱ ᱥᱟᱵᱚᱛᱮ ᱞᱟᱦᱟᱭ ᱯᱮ
bench/clips/synthetic/sat/sat_30.webm,sat,sat-to-hi,3.25,False,2113.6,924.0,1025.0,155.0,2104.0,model,piper,95276,,0.071,ᱟᱢ ᱴᱷᱮᱱ ᱛᱤᱱᱟᱹᱜ ᱯᱚᱛᱚᱵ ᱢᱮᱱᱟᱜᱼᱟ?,ᱟᱢ ᱴᱷᱮᱱ ᱛᱤᱱᱟᱹᱜ ᱯᱚᱛᱚᱵ ᱢᱮᱱᱟᱠᱟ
